X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2
1100,1958,4,0,0,1,No,NA,5,3,3,3,3,middle class,0.973811767,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,5,NA,On a long-term leave,Age4564,6,PostSec,5
1101,1970,1,0,1,0,No,NA,2,2,2,3,2,working class,0.973811767,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,NA,Working part-time,Age4564,5,PostSec,3
1102,1959,4,0,1,0,Yes,1,4,3,3,3,3,middle class,0.973811767,Scotland,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,5,PostSec,1
1103,1965,7,0,1,1,No,NA,2,2,3,4,3,affluent people,0.973811767,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age4564,5,PostSec,2
1104,1970,7,0,1,1,No,1,1,2,4,3,3,affluent people,0.973811767,Scotland,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,1,PostSec,2
1105,1965,7,0,0,1,No,1,5,1,3,2,3,affluent people,0.973811767,Scotland,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,NA,Working full time,Age4564,4,PostSec,3
1106,1959,5,1,1,0,Yes,1,NA,2,2,3,2,middle class,0.516069087,Scotland,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age4564,4,BachPlus,2
1107,1972,4,1,1,1,No,NA,5,3,4,1,4,middle class,0.516069087,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,7,BachPlus,2
1108,1963,7,1,0,1,No,NA,1,2,3,2,2,affluent people,0.516069087,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,2,BachPlus,1
1109,1972,4,0,1,0,No,1,3,1,2,2,1,middle class,0.647515061,Scotland,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age4564,2,PostSec,0
1110,1948,7,1,1,1,Not Employed,1,5,1,1,1,1,affluent people,1.432693734,Scotland,Other,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,1,BachPlus,0
1111,1947,7,1,1,0,No,2,1,3,1,1,3,affluent people,1.432693734,Scotland,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,5,BachPlus,0
1112,1945,5,1,1,1,No,NA,3,2,3,2,3,middle class,1.432693734,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,4,BachPlus,0
1113,1951,7,1,1,1,Not Employed,2,4,2,3,2,3,affluent people,1.432693734,Scotland,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,2,BachPlus,0
1114,1949,2,1,1,0,No,4,4,3,2,2,2,working class,1.432693734,Scotland,Other,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,4,BachPlus,0
1115,1950,3,1,1,1,Not Employed,1,4,1,2,2,1,middle class,1.432693734,Scotland,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,6,BachPlus,0
1116,1951,7,1,1,1,No,NA,4,2,3,2,2,affluent people,1.432693734,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,4,BachPlus,0
1117,1946,5,0,0,1,No,NA,4,2,4,3,4,middle class,5.070775693,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,5,HS,0
1118,1947,3,0,1,1,Not Employed,NA,3,3,3,3,3,middle class,5.070775693,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,5,HS,0
1119,1948,2,0,1,1,Yes,NA,3,3,3,3,3,working class,1.797400031,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,5,PostSec,0
1120,1944,4,0,1,1,Yes,1,3,2,3,3,3,middle class,1.797400031,Scotland,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,4,PostSec,0
1121,1948,6,1,0,0,No,4,5,3,4,4,4,affluent people,0.952711885,Scotland,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working part-time,Age65p,7,BachPlus,2
1122,1951,5,0,1,1,No,NA,3,2,2,2,2,middle class,1.195273615,Scotland,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,6,PostSec,0
1123,1993,3,0,0,1,No,1,5,2,1,3,2,middle class,0.38696295,South East,Church of England,Black Caribbean,1,Eth,Working full time,Age1524,5,PostSec,1
1124,1999,4,0,1,0,No,3,3,2,2,3,3,middle class,0.38696295,South East,Other Christian,Black Caribbean,NA,Ctl,Student,Age1524,4,PostSec,0
1125,1998,6,0,0,0,No,NA,1,1,3,3,4,affluent people,0.87450622,South East,Non-religious,Other ethnic group,1,NA,Working part-time,Age1524,1,PostSec,1
1126,1996,1,0,1,0,Not Employed,NA,NA,1,1,1,1,working class,1.640993216,South East,Non-religious,Chinese,NA,Eth,Other,Age1524,4,HS,0
1127,1999,4,0,1,0,Yes,NA,2,3,3,2,4,middle class,0.581468147,South East,Non-religious,Other ethnic group,1,NA,Working full time,Age1524,5,PostSec,1
1128,1992,6,1,0,0,Yes,NA,4,3,3,3,3,affluent people,0.836464295,South East,Non-religious,White - Irish,3,NA,Working full time,Age1524,3,BachPlus,3
1129,1995,2,1,0,0,No,NA,1,2,2,3,2,working class,0.836464295,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,Working full time,Age1524,5,BachPlus,3
1130,1994,7,1,1,0,No,3,3,3,2,4,2,affluent people,0.836464295,South East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age1524,1,BachPlus,2
1131,1993,2,1,1,0,No,NA,5,2,2,2,2,working class,0.836464295,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working part-time,Age1524,5,BachPlus,2
1132,1997,3,1,1,0,Yes,2,1,2,3,2,1,middle class,0.836464295,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age1524,2,BachPlus,2
1133,2000,1,0,0,0,No,1,NA,3,3,4,3,working class,2.96101298,South East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age1524,4,HS,0
1134,1994,5,0,0,1,Not Employed,NA,1,4,4,4,4,middle class,2.96101298,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age1524,4,HS,0
1135,1992,3,0,0,0,Yes,NA,3,3,3,3,3,middle class,2.96101298,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age1524,4,HS,3
1136,1999,4,0,1,0,Yes,NA,1,3,2,3,3,middle class,2.96101298,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,Working full time,Age1524,3,HS,3
1137,1993,7,0,0,0,No,NA,1,1,1,1,1,affluent people,1.049443632,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age1524,3,PostSec,2
1138,2000,5,0,0,0,Not Employed,NA,2,3,3,3,3,middle class,1.049443632,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Student,Age1524,6,PostSec,0
1139,1993,4,0,1,0,No,NA,1,2,2,2,2,middle class,1.049443632,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working part-time,Age1524,4,PostSec,2
1140,1993,5,0,1,0,No,NA,3,3,2,2,3,middle class,1.049443632,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age1524,6,PostSec,3
1141,1992,3,0,0,0,No,NA,4,2,4,2,4,middle class,1.049443632,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age1524,6,PostSec,0
1142,1992,6,0,0,1,No,NA,1,3,3,3,3,affluent people,1.049443632,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age1524,7,PostSec,1
1143,1998,7,0,0,0,No,4,1,2,3,2,3,affluent people,1.049443632,South East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Student,Age1524,6,PostSec,0
1144,1995,5,0,0,1,Yes,4,3,2,1,3,2,middle class,1.049443632,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,Eth,Working full time,Age1524,6,PostSec,4
1145,1999,5,1,0,0,Yes,2,1,4,3,2,2,middle class,0.556166925,South East,Church of England,White - Irish,NA,NA,Student,Age1524,2,BachPlus,0
1146,1994,2,0,1,0,No,1,1,2,2,3,2,working class,1.969178459,South East,Muslim,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age1524,3,HS,1
1147,1976,6,1,0,1,No,4,3,3,3,1,3,affluent people,0.651032932,South East,Other Christian,Black Caribbean,1,NA,Working full time,Age2544,3,BachPlus,1
1148,1982,4,1,0,0,Yes,3,NA,3,2,2,1,middle class,0.206774639,South East,Catholic,Black African,1,Eth,Working part-time,Age2544,6,BachPlus,1
1149,1987,6,1,1,1,Yes,4,3,3,4,2,4,affluent people,0.206774639,South East,Church of England,Black African,1,Ctl,Working full time,Age2544,7,BachPlus,1
1150,1988,6,0,0,0,No,NA,2,2,1,2,3,affluent people,0.732851015,South East,Non-religious,Black Caribbean,2,NA,Working full time,Age2544,3,HS,2
1151,1988,1,0,1,0,No,NA,3,2,3,3,2,working class,0.487254991,South East,Non-religious,Black Caribbean,2,Eth,Working part-time,Age2544,4,HS,2
1152,1975,7,1,0,1,No,4,2,2,1,1,1,affluent people,1.470885606,South East,Catholic,Chinese,1,NA,Working part-time,Age2544,3,BachPlus,1
1153,1987,7,1,1,1,No,4,3,4,3,4,3,affluent people,0.310817404,South East,Catholic,Other ethnic group,1,NA,Working full time,Age2544,4,BachPlus,1
1154,1986,5,1,0,0,Yes,1,1,1,1,1,1,middle class,0.310817404,South East,Muslim,Other ethnic group,1,Eth,Working full time,Age2544,5,BachPlus,1
1155,1991,6,1,1,0,No,2,3,4,2,1,3,affluent people,1.515109051,South East,Muslim,Pakistani,2,NA,Working full time,Age2544,5,BachPlus,2
1156,1984,4,1,1,0,No,2,4,3,2,2,2,middle class,0.481633679,South East,Church of England,Indian,2,Ctl,Working full time,Age2544,5,BachPlus,2
1157,1984,4,1,1,0,Yes,2,1,3,3,3,3,middle class,0.481633679,South East,Catholic,Indian,3,NA,Working full time,Age2544,5,BachPlus,3
1158,1985,2,1,0,0,Yes,3,2,1,1,3,2,working class,0.320173391,South East,Muslim,Pakistani,1,NA,Working full time,Age2544,5,BachPlus,1
1159,1977,3,0,1,1,No,1,1,1,2,2,2,middle class,0.401768324,South East,Hindu,Indian,1,NA,Working full time,Age2544,3,PostSec,1
1160,1991,2,0,1,0,No,2,2,4,2,1,3,working class,0.401768324,South East,Muslim,Pakistani,1,Ctl,Working part-time,Age2544,4,PostSec,1
1161,1980,7,1,0,0,No,2,1,2,3,2,2,affluent people,1.765060328,South East,Catholic,White - Irish,1,NA,Working full time,Age2544,4,BachPlus,1
1162,1984,4,1,0,1,Yes,4,2,3,3,3,3,middle class,1.765060328,South East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,4,BachPlus,2
1163,1990,3,1,0,0,No,NA,2,2,2,4,3,middle class,1.765060328,South East,Non-religious,Other white,1,NA,Working full time,Age2544,7,BachPlus,1
1164,1987,6,1,1,0,No,4,3,3,3,3,3,affluent people,1.765060328,South East,Buddhist,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,4,BachPlus,2
1165,1974,5,1,1,0,No,NA,1,2,2,2,2,middle class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,1,BachPlus,2
1166,1985,6,1,0,1,No,NA,2,2,3,2,3,affluent people,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working part-time,Age2544,5,BachPlus,1
1167,1984,5,1,0,1,Yes,NA,3,2,2,2,2,middle class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,7,BachPlus,1
1168,1979,1,1,0,1,Not Employed,NA,1,3,3,3,3,working class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age2544,5,BachPlus,0
1169,1977,3,1,0,1,No,NA,NA,2,3,3,4,middle class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,7,BachPlus,1
1170,1973,7,1,1,0,No,NA,2,1,3,4,4,affluent people,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,1,BachPlus,2
1171,1988,4,1,0,1,No,NA,NA,2,2,2,2,middle class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Other,Age2544,5,BachPlus,0
1172,1989,6,1,0,0,Yes,2,1,2,3,3,2,affluent people,0.561142147,South East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age2544,1,BachPlus,2
1173,1974,5,1,0,1,No,1,1,3,3,3,3,middle class,0.561142147,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,"Unemployed, looking for work",Age2544,5,BachPlus,0
1174,1975,5,1,1,1,No,NA,1,3,3,3,3,middle class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,4,BachPlus,1
1175,1984,5,1,0,0,No,NA,2,2,3,3,3,middle class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age2544,5,BachPlus,0
1176,1974,6,1,1,1,Yes,2,2,4,4,3,3,affluent people,0.561142147,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working full time,Age2544,6,BachPlus,4
1177,1985,5,1,0,0,No,2,1,2,2,3,2,middle class,0.561142147,South East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age2544,6,BachPlus,1
1178,1988,2,1,0,0,No,2,1,4,1,1,4,working class,0.561142147,South East,Buddhist,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,7,BachPlus,1
1179,1984,2,1,0,0,No,NA,3,2,3,3,2,working class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age2544,4,BachPlus,1
1180,1977,1,1,0,1,No,NA,2,1,3,3,3,working class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,3,BachPlus,0
1181,1977,2,1,1,0,No,NA,NA,2,2,2,2,working class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,4,BachPlus,2
1182,1973,4,1,0,0,No,NA,1,3,3,2,3,middle class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working part-time,Age2544,2,BachPlus,4
1183,1979,2,1,0,0,Not Employed,NA,2,2,2,2,2,working class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,3,BachPlus,0
1184,1980,4,1,1,0,No,NA,1,3,3,3,3,middle class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working part-time,Age2544,3,BachPlus,2
1185,1987,7,1,1,1,Yes,2,5,3,4,4,4,affluent people,0.561142147,South East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,4,Eth,Working full time,Age2544,7,BachPlus,4
1186,1983,6,1,1,0,No,NA,1,1,2,2,3,affluent people,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,3,BachPlus,1
1187,1981,3,1,0,0,No,1,1,2,2,3,3,middle class,0.561142147,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,"Unemployed, looking for work",Age2544,5,BachPlus,0
1188,1987,7,1,0,1,No,2,1,2,1,2,2,affluent people,0.561142147,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,3,BachPlus,2
1189,1978,3,1,0,0,Not Employed,1,5,2,2,3,2,middle class,0.561142147,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,On a long-term leave,Age2544,5,BachPlus,1
1190,1990,6,1,0,0,No,NA,1,2,2,3,2,affluent people,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,4,BachPlus,2
1191,1988,6,1,1,1,No,1,2,2,2,2,2,affluent people,0.561142147,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,4,BachPlus,1
1192,1982,4,1,0,1,No,NA,3,2,2,2,2,middle class,0.561142147,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age2544,4,BachPlus,3
1193,1981,2,0,1,0,No,NA,1,2,2,2,2,working class,1.986783321,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age2544,1,HS,1
1194,1985,4,0,0,1,No,NA,1,2,2,1,2,middle class,1.986783321,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age2544,4,HS,0
1195,1989,4,0,0,1,No,2,2,4,4,3,4,middle class,1.986783321,South East,Muslim,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age2544,5,HS,0
1196,1982,5,0,0,1,No,1,1,2,3,3,3,middle class,1.986783321,South East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age2544,5,HS,2
1197,1987,2,0,0,0,Not Employed,1,NA,1,4,3,4,working class,1.986783321,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age2544,5,HS,0
1198,1986,6,0,0,1,No,NA,3,1,3,3,3,affluent people,1.986783321,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age2544,5,HS,0
1199,1985,6,0,1,1,No,NA,2,3,3,2,3,affluent people,1.986783321,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,NA,Working full time,Age2544,5,HS,3
1200,1981,2,0,0,1,No,2,2,3,3,3,3,working class,1.986783321,South East,Church of England,White - Irish,NA,Eth,Other,Age2544,4,HS,0
1201,1986,4,0,0,0,Yes,2,5,3,3,3,3,middle class,1.986783321,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,Eth,Working full time,Age2544,5,HS,4
1202,1975,1,0,0,0,No,NA,2,2,2,2,2,working class,1.986783321,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,"Unemployed, looking for work",Age2544,4,HS,0
1203,1982,2,0,1,0,No,2,4,3,4,4,4,working class,1.986783321,South East,Church of England,White - Irish,NA,Ctl,Student,Age2544,2,HS,0
1204,1976,1,0,0,0,No,NA,1,2,3,2,2,working class,1.986783321,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age2544,4,HS,2
1205,1990,7,0,0,0,No,1,2,2,2,2,2,affluent people,0.7040582,South East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,3,PostSec,1
1206,1988,4,0,0,1,No,NA,1,2,1,2,2,middle class,0.7040582,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age2544,3,PostSec,3
1207,1973,7,0,1,0,No,2,1,2,2,2,2,affluent people,0.7040582,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working part-time,Age2544,5,PostSec,3
1208,1989,1,0,0,0,Yes,NA,3,2,3,2,1,working class,0.7040582,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,4,PostSec,1
1209,1979,3,0,0,1,No,2,1,3,3,3,2,middle class,0.7040582,South East,Church of England,White - Irish,1,Eth,Working part-time,Age2544,4,PostSec,1
1210,1978,7,0,0,1,No,NA,1,2,2,2,2,affluent people,0.7040582,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,4,PostSec,2
1211,1986,5,0,0,1,No,NA,1,2,3,3,3,middle class,0.7040582,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,5,PostSec,1
1212,1991,5,0,0,1,No,2,1,3,4,4,1,middle class,0.7040582,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age2544,2,PostSec,0
1213,1975,5,0,0,1,No,4,1,3,2,2,2,middle class,0.7040582,South East,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age2544,4,PostSec,1
1214,1983,4,0,1,0,No,NA,3,2,2,3,2,middle class,0.7040582,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,4,PostSec,0
1215,1991,1,0,0,1,No,1,1,2,2,2,2,working class,0.7040582,South East,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age2544,4,PostSec,2
1216,1982,1,0,1,1,No,NA,3,1,2,2,2,working class,0.7040582,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,5,Ctl,On a long-term leave,Age2544,3,PostSec,5
1217,1983,5,0,0,1,No,1,1,2,3,2,3,middle class,0.7040582,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,7,PostSec,2
1218,1984,4,0,0,0,No,2,1,2,3,3,2,middle class,0.7040582,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working part-time,Age2544,5,PostSec,1
1219,1976,6,0,0,1,No,NA,3,1,2,2,2,affluent people,0.7040582,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age2544,3,PostSec,1
1220,1973,5,0,1,0,No,NA,1,2,1,1,1,middle class,0.7040582,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age2544,4,PostSec,2
1221,1989,3,0,0,0,No,NA,1,3,4,3,2,middle class,0.7040582,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age2544,3,PostSec,1
1222,1991,5,0,1,0,No,2,2,2,2,2,2,middle class,0.7040582,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,6,PostSec,2
1223,1978,3,0,0,0,No,1,2,2,2,2,2,middle class,0.7040582,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,5,PostSec,2
1224,1983,1,0,1,0,No,3,4,2,2,2,2,working class,0.7040582,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,1,PostSec,2
1225,1987,7,0,1,1,No,1,4,2,2,1,3,affluent people,0.7040582,South East,Buddhist,White - Irish,1,Eth,Working part-time,Age2544,3,PostSec,1
1226,1974,1,0,1,1,No,1,3,3,2,3,2,working class,0.7040582,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age2544,2,PostSec,0
1227,1974,7,0,0,1,No,NA,4,3,3,3,4,affluent people,0.7040582,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age2544,1,PostSec,1
1228,1982,4,0,0,1,No,1,NA,2,4,3,3,middle class,0.7040582,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,On a long-term leave,Age2544,4,PostSec,0
1229,1982,7,1,1,1,Yes,3,4,3,3,2,3,affluent people,0.373053507,South East,Muslim,White - British/English/Welsh/Scottish/Northern Irish,3,NA,Working full time,Age2544,5,BachPlus,3
1230,1986,6,1,0,0,No,NA,1,2,2,2,2,affluent people,0.373053507,South East,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,6,BachPlus,2
1231,1986,6,1,1,1,No,2,5,2,2,2,2,affluent people,0.373053507,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age2544,3,BachPlus,3
1232,1985,7,1,0,0,No,2,3,1,3,2,2,affluent people,0.373053507,South East,Hindu,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,7,BachPlus,2
1233,1984,3,0,0,1,Not Employed,1,5,1,1,1,1,middle class,1.321230142,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Other,Age2544,4,HS,0
1234,1983,4,0,1,0,No,1,3,2,2,1,3,middle class,1.321230142,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age2544,5,HS,0
1235,1985,4,0,1,0,Not Employed,1,1,2,4,2,3,middle class,0.468105239,South East,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,3,PostSec,0
1236,1957,6,1,0,1,No,4,5,4,3,3,3,affluent people,0.608711959,South East,Church of England,Black Caribbean,2,Ctl,Working full time,Age4564,5,BachPlus,2
1237,1958,3,1,1,1,No,NA,NA,1,1,1,1,middle class,0.193312513,South East,Non-religious,Black Caribbean,1,Eth,Working part-time,Age4564,1,BachPlus,1
1238,1955,7,0,0,1,Not Employed,1,1,2,3,2,1,affluent people,0.685215172,South East,Hindu,Black Caribbean,NA,Ctl,Student,Age4564,5,HS,0
1239,1971,1,0,0,0,No,1,2,2,3,3,3,working class,0.24262421,South East,Church of England,Black Caribbean,2,NA,Working part-time,Age4564,2,PostSec,2
1240,1955,2,0,0,0,No,1,1,3,2,3,1,working class,0.24262421,South East,Jewish,Black Caribbean,3,NA,Working part-time,Age4564,4,PostSec,3
1241,1957,5,0,0,1,No,2,NA,4,4,3,4,middle class,0.24262421,South East,Hindu,Black Caribbean,NA,Eth,Retired,Age4564,5,PostSec,0
1242,1957,4,1,0,1,No,2,NA,4,4,3,4,middle class,0.128414484,South East,Catholic,Black Caribbean,NA,NA,Retired,Age4564,6,BachPlus,0
1243,1956,7,0,1,1,Yes,4,1,1,3,2,3,affluent people,0.161211095,South East,Catholic,Black African,1,Eth,Working full time,Age4564,6,PostSec,1
1244,1955,6,1,1,0,Not Employed,1,1,1,1,1,1,affluent people,1.375307322,South East,Buddhist,Chinese,NA,Ctl,Retired,Age4564,5,BachPlus,0
1245,1953,7,1,0,0,Yes,2,3,2,3,4,3,affluent people,1.375307322,South East,Other Christian,Other ethnic group,NA,Eth,Retired,Age4564,7,BachPlus,0
1246,1972,3,1,1,0,Yes,NA,2,1,4,4,4,middle class,0.2905967,South East,Non-religious,Chinese,4,NA,Working full time,Age4564,7,BachPlus,4
1247,1970,7,1,1,0,No,NA,2,1,3,3,2,affluent people,0.2905967,South East,Non-religious,Chinese,1,Ctl,Working full time,Age4564,6,BachPlus,1
1248,1966,4,1,1,0,No,NA,5,3,1,3,1,middle class,0.450316816,South East,Non-religious,Pakistani,1,Ctl,Working full time,Age4564,4,BachPlus,1
1249,1964,2,0,1,0,No,2,3,2,3,2,2,working class,1.594626989,South East,Other Christian,Bangladeshi,2,NA,Working full time,Age4564,5,HS,2
