X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2
995,1949,2,0,0,1,No,1,3,2,3,3,3,working class,4.535682871,Lower Saxony,Protestant,Germans,NA,Ctl,Retired,Age65p,3,LessBach,0
996,1940,4,0,1,1,No,NA,2,1,1,1,1,middle class,4.535682871,Lower Saxony,Non-religious,Germans,NA,Eth,Retired,Age65p,7,LessBach,0
997,1950,1,0,1,1,Yes,1,3,1,3,4,3,working class,4.535682871,Lower Saxony,Catholic,Germans,NA,Ctl,Retired,Age65p,6,LessBach,0
998,1950,4,1,1,1,Not Employed,2,NA,1,3,3,2,middle class,0.69884539,Lower Saxony,Protestant,Germans,NA,Eth,Retired,Age65p,2,BachPlus,0
999,1950,4,0,1,1,No,2,NA,1,2,2,4,middle class,2.079393988,Lower Saxony,Protestant,Germans,NA,Ctl,Retired,Age65p,5,LessBach,0
1000,1995,1,1,0,0,Not Employed,NA,1,2,2,2,2,working class,0.749296657,Mecklenburg-Western Pomerania,Non-religious,Germans,NA,Ctl,Student,Age1524,7,BachPlus,0
1001,1996,4,0,0,0,No,1,3,1,3,3,3,middle class,1.02941179,Mecklenburg-Western Pomerania,Catholic,Germans,NA,Eth,Student,Age1524,5,LessBach,0
1002,2000,2,1,1,0,Yes,NA,1,1,3,4,2,working class,0.93983102,Mecklenburg-Western Pomerania,Non-religious,Austrians,2,Ctl,Working part-time,Age1524,4,BachPlus,2
1003,1979,6,1,0,1,No,NA,4,1,4,4,4,affluent people,0.519005509,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Eth,Working full time,Age2544,7,BachPlus,1
1004,1988,3,1,0,0,No,NA,NA,2,3,3,2,middle class,0.519005509,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Ctl,Working full time,Age2544,6,BachPlus,1
1005,1985,4,1,1,0,Yes,1,3,1,3,3,3,middle class,0.519005509,Mecklenburg-Western Pomerania,Catholic,Germans,1,Eth,Working full time,Age2544,3,BachPlus,1
1006,1988,4,1,1,0,Yes,NA,3,2,4,2,1,middle class,0.519005509,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Reg,Working full time,Age2544,4,BachPlus,1
1007,1985,5,1,0,0,Yes,NA,1,1,1,1,3,middle class,0.519005509,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Eth,Working full time,Age2544,5,BachPlus,1
1008,1978,6,1,1,1,No,NA,1,2,1,1,2,affluent people,0.519005509,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Ctl,Working full time,Age2544,5,BachPlus,1
1009,1976,2,0,1,0,No,NA,4,2,2,2,2,working class,1.533168938,Mecklenburg-Western Pomerania,Non-religious,Germans,NA,Ctl,Retired,Age2544,3,LessBach,0
1010,1982,4,0,1,1,No,NA,3,1,2,2,2,middle class,1.533168938,Mecklenburg-Western Pomerania,Non-religious,Germans,2,Reg,Working full time,Age2544,4,LessBach,2
1011,1987,5,0,1,0,Yes,NA,1,1,3,4,1,middle class,1.533168938,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Reg,Working full time,Age2544,5,LessBach,1
1012,1983,3,0,0,0,No,NA,3,1,1,1,1,middle class,1.533168938,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Eth,Working full time,Age2544,4,LessBach,1
1013,1984,4,0,1,1,No,NA,1,3,3,4,3,middle class,1.533168938,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Ctl,Working full time,Age2544,7,LessBach,1
1014,1978,2,0,0,0,No,NA,2,1,1,3,2,working class,1.533168938,Mecklenburg-Western Pomerania,Non-religious,Germans,2,Ctl,Working part-time,Age2544,2,LessBach,2
1015,1977,2,0,1,0,No,NA,4,1,1,1,1,working class,1.533168938,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Ctl,Working full time,Age2544,4,LessBach,1
1016,1981,7,0,0,0,Yes,NA,3,3,3,4,4,affluent people,1.533168938,Mecklenburg-Western Pomerania,Non-religious,Germans,2,Eth,Working full time,Age2544,3,LessBach,2
1017,1980,2,0,1,1,Yes,NA,4,1,3,2,3,working class,1.533168938,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Reg,Working full time,Age2544,3,LessBach,1
1018,1989,1,0,0,0,No,NA,3,1,2,2,3,working class,1.533168938,Mecklenburg-Western Pomerania,Non-religious,Germans,2,Reg,Working full time,Age2544,6,LessBach,2
1019,1952,2,1,1,0,No,2,2,3,4,4,3,working class,0.459543519,Mecklenburg-Western Pomerania,Protestant,Germans,NA,Ctl,Retired,Age4564,7,BachPlus,0
1020,1966,4,1,1,1,No,NA,3,1,2,2,2,middle class,0.459543519,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Reg,Working full time,Age4564,5,BachPlus,1
1021,1972,5,1,0,1,No,2,3,1,2,2,3,middle class,0.459543519,Mecklenburg-Western Pomerania,Protestant,Germans,1,Ctl,Working full time,Age4564,4,BachPlus,1
1022,1956,2,1,1,0,No,NA,3,1,3,3,4,working class,0.459543519,Mecklenburg-Western Pomerania,Non-religious,Germans,NA,Ctl,Retired,Age4564,6,BachPlus,0
1023,1970,6,0,0,1,No,NA,1,1,2,1,2,affluent people,1.352565904,Mecklenburg-Western Pomerania,Non-religious,Germans,2,Eth,Working full time,Age4564,6,LessBach,2
1024,1963,3,0,0,1,No,NA,3,1,2,2,2,middle class,1.352565904,Mecklenburg-Western Pomerania,Non-religious,Germans,NA,Eth,Retired,Age4564,3,LessBach,0
1025,1957,5,0,1,1,Yes,NA,2,1,1,4,2,middle class,1.352565904,Mecklenburg-Western Pomerania,Non-religious,Germans,NA,Reg,Retired,Age4564,7,LessBach,0
1026,1968,7,0,1,0,No,1,2,1,3,3,3,affluent people,1.352565904,Mecklenburg-Western Pomerania,Protestant,Germans,1,Reg,Working full time,Age4564,2,LessBach,1
1027,1970,2,0,1,0,No,NA,3,2,3,3,2,working class,1.352565904,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Ctl,Working full time,Age4564,5,LessBach,1
1028,1963,4,0,1,1,No,NA,3,1,2,3,2,middle class,1.352565904,Mecklenburg-Western Pomerania,Non-religious,Germans,2,Eth,Working full time,Age4564,2,LessBach,2
1029,1963,6,0,1,1,No,2,4,1,2,1,1,affluent people,1.352565904,Mecklenburg-Western Pomerania,Protestant,Germans,2,Eth,Working full time,Age4564,6,LessBach,2
1030,1957,4,0,0,1,No,NA,2,1,3,3,3,middle class,1.352565904,Mecklenburg-Western Pomerania,Non-religious,Germans,NA,Eth,Retired,Age4564,5,LessBach,0
1031,1961,7,0,1,0,Not Employed,1,2,2,2,2,2,affluent people,1.352565904,Mecklenburg-Western Pomerania,Protestant,Germans,NA,Reg,Retired,Age4564,3,LessBach,0
1032,1962,6,0,0,1,No,1,NA,1,2,2,2,affluent people,1.352565904,Mecklenburg-Western Pomerania,Catholic,Germans,1,Eth,Working part-time,Age4564,4,LessBach,1
1033,1967,3,0,0,1,No,NA,4,3,3,3,3,middle class,1.352565904,Mecklenburg-Western Pomerania,Non-religious,Germans,1,Reg,Working full time,Age4564,2,LessBach,1
1034,1955,1,0,0,0,No,2,4,3,4,3,4,working class,1.352565904,Mecklenburg-Western Pomerania,Protestant,Germans,NA,Eth,Retired,Age4564,6,LessBach,0
1035,1963,3,1,0,0,No,NA,3,1,2,2,3,middle class,0.221046861,Mecklenburg-Western Pomerania,Non-religious,Germans,2,Ctl,Working full time,Age4564,7,BachPlus,2
1036,1971,7,1,0,1,No,NA,1,4,4,4,4,affluent people,0.221046861,Mecklenburg-Western Pomerania,Non-religious,Germans,3,Ctl,Working full time,Age4564,3,BachPlus,3
1037,1950,1,0,1,0,No,NA,1,1,1,1,1,working class,5.263507507,Mecklenburg-Western Pomerania,Non-religious,Germans,NA,Reg,Retired,Age65p,5,LessBach,0
1038,2000,3,1,0,0,Yes,3,3,2,2,2,2,middle class,1.40875326,North Rhine-Westphalia,Catholic,Germans,3,Ctl,Working full time,Age1524,3,BachPlus,3
1039,1997,4,1,0,1,No,4,2,2,3,2,2,middle class,1.40875326,North Rhine-Westphalia,Protestant,Germans,1,Reg,Working full time,Age1524,5,BachPlus,1
1040,1992,5,1,1,0,Yes,4,3,2,4,2,3,middle class,1.40875326,North Rhine-Westphalia,Catholic,Germans,4,Ctl,Working full time,Age1524,3,BachPlus,4
1041,1993,7,1,1,0,Yes,2,2,3,2,2,2,affluent people,1.40875326,North Rhine-Westphalia,Catholic,Germans,4,Reg,Working full time,Age1524,5,BachPlus,4
1042,1994,2,0,0,1,Yes,2,5,1,1,2,2,working class,4.23558682,North Rhine-Westphalia,Catholic,Germans,NA,Ctl,"Unemployed, looking for work",Age1524,2,LessBach,0
1043,1992,3,1,1,1,Yes,4,5,3,4,3,2,middle class,0.555578779,North Rhine-Westphalia,Muslim,Germans,3,Reg,Working full time,Age1524,3,BachPlus,3
1044,1997,2,1,0,0,No,NA,NA,1,1,1,2,working class,0.555578779,North Rhine-Westphalia,Non-religious,Germans,1,Eth,Working full time,Age1524,5,BachPlus,1
1045,1993,4,1,0,1,No,1,2,2,2,2,2,middle class,0.555578779,North Rhine-Westphalia,Catholic,Germans,2,Reg,Working full time,Age1524,2,BachPlus,2
1046,1992,5,1,1,0,Yes,2,4,4,3,4,3,middle class,0.555578779,North Rhine-Westphalia,Protestant,Germans,4,Reg,Working full time,Age1524,1,BachPlus,4
1047,1999,5,1,1,0,Yes,3,1,1,1,2,1,middle class,0.555578779,North Rhine-Westphalia,Protestant,Germans,1,Ctl,Working part-time,Age1524,3,BachPlus,1
1048,1995,7,1,0,0,Yes,1,1,3,3,2,3,affluent people,0.555578779,North Rhine-Westphalia,Catholic,Germans,3,Eth,Working full time,Age1524,5,BachPlus,3
1049,1993,1,1,0,0,Not Employed,NA,3,2,2,2,2,working class,0.555578779,North Rhine-Westphalia,Non-religious,Germans,NA,Eth,Student,Age1524,4,BachPlus,0
1050,1992,3,1,0,0,Yes,NA,4,3,4,4,4,middle class,0.555578779,North Rhine-Westphalia,Non-religious,Germans,2,Eth,Working part-time,Age1524,3,BachPlus,2
1051,1993,2,1,1,0,No,1,1,1,2,2,3,working class,0.555578779,North Rhine-Westphalia,Catholic,Germans,NA,Reg,Student,Age1524,5,BachPlus,0
1052,1994,6,1,0,0,No,2,1,1,2,1,2,affluent people,0.555578779,North Rhine-Westphalia,Protestant,Germans,2,Eth,Working full time,Age1524,2,BachPlus,2
1053,1996,3,1,1,0,No,2,4,3,2,2,2,middle class,0.555578779,North Rhine-Westphalia,Catholic,Germans,1,Eth,Working full time,Age1524,3,BachPlus,1
1054,1995,5,1,0,1,Yes,3,3,2,2,4,2,middle class,0.555578779,North Rhine-Westphalia,Muslim,Germans,1,Ctl,Working full time,Age1524,4,BachPlus,1
1055,1993,2,0,0,1,No,1,1,1,2,2,2,working class,1.6442524,North Rhine-Westphalia,Catholic,Germans,NA,Reg,"Unemployed, looking for work",Age1524,5,LessBach,0
1056,1996,1,0,0,0,No,4,2,4,3,3,3,working class,1.6442524,North Rhine-Westphalia,Protestant,Germans,NA,Ctl,Student,Age1524,4,LessBach,0
1057,1996,1,0,0,0,No,1,1,4,4,4,4,working class,1.6442524,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age1524,4,LessBach,1
1058,2000,4,0,1,0,No,1,4,1,1,3,1,middle class,1.6442524,North Rhine-Westphalia,Protestant,Germans,NA,Ctl,Student,Age1524,4,LessBach,0
1059,2000,1,0,0,0,Yes,1,4,1,1,3,1,working class,1.6442524,North Rhine-Westphalia,Protestant,Germans,2,Eth,Working full time,Age1524,1,LessBach,2
1060,1997,2,0,1,0,No,1,5,1,2,4,1,working class,1.6442524,North Rhine-Westphalia,Protestant,Germans,2,Reg,Working full time,Age1524,7,LessBach,2
1061,1993,1,0,0,1,No,1,1,2,1,4,3,working class,1.6442524,North Rhine-Westphalia,Protestant,Germans,3,Eth,Working full time,Age1524,4,LessBach,3
1062,1992,2,0,0,1,No,1,1,1,3,2,3,working class,1.6442524,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age1524,3,LessBach,1
1063,1997,5,0,0,0,Yes,NA,3,3,2,2,2,middle class,1.6442524,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working full time,Age1524,7,LessBach,1
1064,1996,1,0,0,0,No,1,1,2,2,4,3,working class,1.6442524,North Rhine-Westphalia,Protestant,Germans,NA,Reg,Student,Age1524,3,LessBach,0
1065,1992,1,0,1,0,No,1,2,2,3,3,3,working class,1.6442524,North Rhine-Westphalia,Catholic,Germans,NA,Reg,"Unemployed, looking for work",Age1524,4,LessBach,0
1066,1999,1,0,0,0,No,NA,1,3,3,3,4,working class,1.6442524,North Rhine-Westphalia,Non-religious,Germans,NA,Eth,Student,Age1524,3,LessBach,0
1067,1993,7,0,0,0,Yes,1,1,2,1,4,2,affluent people,1.6442524,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age1524,3,LessBach,1
1068,1995,7,0,1,0,No,2,3,2,3,3,4,affluent people,1.6442524,North Rhine-Westphalia,Catholic,Germans,NA,Reg,Student,Age1524,3,LessBach,0
1069,1998,2,1,0,0,Yes,NA,3,1,3,2,3,working class,0.264830165,North Rhine-Westphalia,Non-religious,Germans,NA,Ctl,Student,Age1524,4,BachPlus,0
1070,1997,1,0,1,0,No,1,2,3,3,2,2,working class,0.761165869,North Rhine-Westphalia,Protestant,Germans,NA,Ctl,Student,Age1524,5,LessBach,0
1071,1997,5,0,1,0,No,4,3,2,2,2,2,middle class,0.761165869,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age1524,4,LessBach,1
1072,1997,2,1,1,0,Yes,2,5,2,2,2,3,working class,1.500042114,North Rhine-Westphalia,Protestant,Turks,1,Reg,Working full time,Age1524,2,BachPlus,1
1073,1996,2,1,1,0,Yes,4,2,4,2,3,3,working class,1.500042114,North Rhine-Westphalia,Muslim,Turks,1,Eth,Working full time,Age1524,5,BachPlus,1
1074,1992,1,1,0,0,No,1,2,3,3,2,1,working class,0.695419154,North Rhine-Westphalia,Other,Other,NA,Reg,"Unemployed, looking for work",Age1524,7,BachPlus,0
1075,1998,6,1,0,0,Yes,1,2,4,3,3,3,affluent people,0.695419154,North Rhine-Westphalia,Muslim,Other,NA,Eth,Student,Age1524,3,BachPlus,0
1076,2000,4,0,0,0,No,NA,NA,4,2,3,4,middle class,2.068987534,North Rhine-Westphalia,Non-religious,Poles,NA,Eth,Student,Age1524,3,LessBach,0
1077,1978,3,1,1,0,No,2,2,2,3,3,3,middle class,0.969880072,North Rhine-Westphalia,Catholic,Germans,1,Eth,Working full time,Age2544,5,BachPlus,1
1078,1989,5,1,0,1,No,3,3,4,3,3,3,middle class,0.969880072,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working part-time,Age2544,5,BachPlus,1
1079,1983,2,1,1,0,Yes,2,3,2,2,2,2,working class,0.969880072,North Rhine-Westphalia,Protestant,Germans,2,Ctl,Working part-time,Age2544,5,BachPlus,2
1080,1976,7,1,0,1,No,NA,3,3,3,4,3,affluent people,0.969880072,North Rhine-Westphalia,Non-religious,Germans,2,Eth,Working part-time,Age2544,7,BachPlus,2
1081,1988,3,1,0,1,No,4,5,3,4,3,3,middle class,0.969880072,North Rhine-Westphalia,Protestant,Germans,NA,Reg,"Unemployed, looking for work",Age2544,5,BachPlus,0
1082,1980,5,1,1,1,Yes,2,4,3,2,1,2,middle class,0.969880072,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age2544,2,BachPlus,1
1083,1980,1,0,1,0,Not Employed,NA,1,1,1,1,1,working class,2.902603679,North Rhine-Westphalia,Non-religious,Germans,NA,Reg,"Unemployed, looking for work",Age2544,3,LessBach,0
1084,1974,3,0,1,1,No,4,3,1,3,2,3,middle class,2.902603679,North Rhine-Westphalia,Catholic,Germans,3,Ctl,Working part-time,Age2544,3,LessBach,3
1085,1982,4,1,0,1,Yes,2,4,3,3,3,3,middle class,0.386559397,North Rhine-Westphalia,Catholic,Germans,4,Reg,Working full time,Age2544,6,BachPlus,4
1086,1988,6,1,1,1,No,4,1,4,4,4,3,affluent people,0.386559397,North Rhine-Westphalia,Catholic,Germans,1,Eth,Working full time,Age2544,5,BachPlus,1
1087,1980,5,1,1,1,Not Employed,3,3,2,1,2,2,middle class,0.386559397,North Rhine-Westphalia,Protestant,Germans,2,Ctl,Working full time,Age2544,4,BachPlus,2
1088,1985,6,1,0,1,No,NA,2,1,3,2,2,affluent people,0.386559397,North Rhine-Westphalia,Non-religious,Germans,NA,Eth,Other,Age2544,6,BachPlus,0
1089,1982,3,1,1,0,Yes,NA,4,2,1,2,2,middle class,0.386559397,North Rhine-Westphalia,Non-religious,Germans,1,Reg,Working full time,Age2544,7,BachPlus,1
1090,1985,6,1,0,1,No,2,NA,1,1,4,3,affluent people,0.386559397,North Rhine-Westphalia,Protestant,Germans,3,Ctl,Working full time,Age2544,6,BachPlus,3
1091,1976,5,1,1,0,No,1,2,1,4,4,4,middle class,0.386559397,North Rhine-Westphalia,Protestant,Germans,1,Ctl,Working part-time,Age2544,4,BachPlus,1
1092,1977,7,1,1,1,No,2,3,1,1,3,1,affluent people,0.386559397,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age2544,6,BachPlus,1
1093,1975,6,1,1,1,No,3,3,4,4,4,4,affluent people,0.386559397,North Rhine-Westphalia,Protestant,Germans,1,Reg,Working full time,Age2544,3,BachPlus,1
1094,1986,4,1,1,0,No,1,3,2,2,2,2,middle class,0.386559397,North Rhine-Westphalia,Catholic,Germans,1,Eth,Working full time,Age2544,3,BachPlus,1
1095,1981,6,1,1,1,No,1,2,2,3,3,4,affluent people,0.386559397,North Rhine-Westphalia,Protestant,Germans,1,Ctl,Working full time,Age2544,1,BachPlus,1
1096,1983,5,1,1,1,Yes,1,3,3,2,2,2,middle class,0.386559397,North Rhine-Westphalia,Catholic,Germans,3,Ctl,Working full time,Age2544,7,BachPlus,3
1097,1987,1,1,0,1,No,3,2,2,1,2,1,working class,0.386559397,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working part-time,Age2544,2,BachPlus,2
1098,1982,4,1,0,1,Yes,1,1,2,2,4,3,middle class,0.386559397,North Rhine-Westphalia,Protestant,Germans,5,Reg,Working full time,Age2544,2,BachPlus,5
1099,1990,3,1,0,0,Yes,1,5,1,1,1,1,middle class,0.386559397,North Rhine-Westphalia,Other,Germans,1,Ctl,Working full time,Age2544,1,BachPlus,1
1100,1973,5,1,1,0,No,1,1,1,1,3,2,middle class,0.386559397,North Rhine-Westphalia,Protestant,Germans,2,Reg,Working full time,Age2544,2,BachPlus,2
1101,1990,3,1,0,0,No,2,3,1,2,3,2,middle class,0.386559397,North Rhine-Westphalia,Jewish,Germans,3,Ctl,Working full time,Age2544,4,BachPlus,3
1102,1983,5,1,0,1,No,2,2,2,3,3,4,middle class,0.386559397,North Rhine-Westphalia,Protestant,Germans,2,Ctl,Working full time,Age2544,4,BachPlus,2
1103,1987,6,1,1,0,Not Employed,NA,5,2,1,3,2,affluent people,0.386559397,North Rhine-Westphalia,Non-religious,Germans,1,Reg,Working part-time,Age2544,4,BachPlus,1
1104,1987,2,1,0,1,No,2,4,2,2,2,2,working class,0.386559397,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working full time,Age2544,3,BachPlus,1
1105,1979,5,1,1,0,No,NA,3,4,4,4,4,middle class,0.386559397,North Rhine-Westphalia,Non-religious,Germans,2,Ctl,Working full time,Age2544,4,BachPlus,2
1106,1984,4,1,1,1,No,2,4,4,3,4,4,middle class,0.386559397,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age2544,2,BachPlus,1
1107,1982,5,1,1,0,No,4,1,3,2,1,3,middle class,0.386559397,North Rhine-Westphalia,Catholic,Germans,NA,Reg,Student,Age2544,2,BachPlus,0
1108,1990,7,1,1,0,No,1,2,1,1,1,1,affluent people,0.386559397,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age2544,1,BachPlus,1
1109,1991,4,1,0,0,No,2,3,2,3,3,3,middle class,0.386559397,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age2544,3,BachPlus,1
1110,1991,1,1,0,0,No,NA,1,3,2,3,2,working class,0.386559397,North Rhine-Westphalia,Non-religious,Germans,NA,Reg,Other,Age2544,6,BachPlus,0
1111,1975,6,1,1,1,No,2,4,2,3,1,3,affluent people,0.386559397,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working full time,Age2544,7,BachPlus,1
1112,1987,5,1,0,0,No,1,2,2,1,4,3,middle class,0.386559397,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working full time,Age2544,3,BachPlus,2
1113,1973,6,1,0,0,No,2,3,3,2,2,2,affluent people,0.386559397,North Rhine-Westphalia,Catholic,Germans,2,Ctl,Working full time,Age2544,3,BachPlus,2
1114,1977,6,1,1,1,Yes,2,2,4,3,4,3,affluent people,0.386559397,North Rhine-Westphalia,Protestant,Germans,1,Reg,Working full time,Age2544,5,BachPlus,1
1115,1973,7,1,1,1,No,NA,1,1,1,2,2,affluent people,0.386559397,North Rhine-Westphalia,Non-religious,Germans,1,Eth,Working full time,Age2544,5,BachPlus,1
1116,1985,1,1,0,0,No,1,3,2,2,3,2,working class,0.386559397,North Rhine-Westphalia,Catholic,Germans,NA,Ctl,Student,Age2544,6,BachPlus,0
1117,1985,7,1,1,1,No,1,1,1,2,3,2,affluent people,0.386559397,North Rhine-Westphalia,Protestant,Germans,1,Ctl,Working full time,Age2544,1,BachPlus,1
1118,1986,4,1,0,0,No,NA,2,1,3,3,3,middle class,0.386559397,North Rhine-Westphalia,Non-religious,Germans,2,Ctl,Working full time,Age2544,5,BachPlus,2
1119,1983,7,1,1,1,No,NA,1,2,2,2,2,affluent people,0.386559397,North Rhine-Westphalia,Non-religious,Germans,2,Reg,Working full time,Age2544,4,BachPlus,2
1120,1989,2,1,1,1,No,1,4,4,4,4,4,working class,0.386559397,North Rhine-Westphalia,Catholic,Germans,1,Eth,Working full time,Age2544,1,BachPlus,1
1121,1990,7,1,1,0,No,1,2,1,3,3,3,affluent people,0.386559397,North Rhine-Westphalia,Protestant,Germans,1,Reg,Working full time,Age2544,2,BachPlus,1
1122,1973,6,1,1,0,No,NA,1,1,1,4,2,affluent people,0.386559397,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working full time,Age2544,1,BachPlus,1
1123,1979,2,1,0,1,No,1,1,1,3,4,3,working class,0.386559397,North Rhine-Westphalia,Protestant,Germans,2,Ctl,Working full time,Age2544,3,BachPlus,2
1124,1974,3,1,1,1,Yes,2,1,3,3,2,3,middle class,0.386559397,North Rhine-Westphalia,Muslim,Germans,3,Reg,Working full time,Age2544,6,BachPlus,3
1125,1973,7,1,0,1,No,NA,1,1,1,2,2,affluent people,0.386559397,North Rhine-Westphalia,Non-religious,Germans,1,Eth,Working full time,Age2544,1,BachPlus,1
1126,1987,4,1,0,1,No,NA,1,1,3,2,3,middle class,0.386559397,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working part-time,Age2544,3,BachPlus,1
1127,1984,6,1,1,1,No,3,4,4,4,2,3,affluent people,0.386559397,North Rhine-Westphalia,Catholic,Germans,4,Reg,Working full time,Age2544,6,BachPlus,4
1128,1977,3,1,0,1,No,1,3,1,4,3,3,middle class,0.386559397,North Rhine-Westphalia,Catholic,Germans,NA,Reg,Other,Age2544,3,BachPlus,0
1129,1979,3,1,1,1,No,NA,4,1,1,1,2,middle class,0.386559397,North Rhine-Westphalia,Non-religious,Germans,2,Ctl,Working full time,Age2544,3,BachPlus,2
1130,1978,3,1,1,1,Yes,NA,3,2,2,3,2,middle class,0.386559397,North Rhine-Westphalia,Non-religious,Germans,2,Reg,Working full time,Age2544,2,BachPlus,2
1131,1982,7,1,1,1,Yes,1,NA,3,3,3,3,affluent people,0.386559397,North Rhine-Westphalia,Protestant,Germans,1,Ctl,Working full time,Age2544,4,BachPlus,1
1132,1981,4,1,0,0,No,NA,2,1,2,3,2,middle class,0.386559397,North Rhine-Westphalia,Non-religious,Germans,3,Ctl,Working full time,Age2544,3,BachPlus,3
1133,1981,2,1,0,0,No,1,4,2,3,3,3,working class,0.386559397,North Rhine-Westphalia,Catholic,Germans,NA,Ctl,"Unemployed, looking for work",Age2544,5,BachPlus,0
1134,1984,7,1,0,1,No,NA,1,2,3,3,4,affluent people,0.386559397,North Rhine-Westphalia,Non-religious,Germans,1,Reg,Working part-time,Age2544,2,BachPlus,1
1135,1975,3,1,0,0,No,NA,4,3,3,4,3,middle class,0.386559397,North Rhine-Westphalia,Non-religious,Germans,NA,Eth,Other,Age2544,6,BachPlus,0
1136,1984,7,1,1,0,No,NA,3,1,1,4,1,affluent people,0.386559397,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working full time,Age2544,7,BachPlus,1
1137,1976,6,1,1,1,Yes,1,4,2,3,4,3,affluent people,0.386559397,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working full time,Age2544,4,BachPlus,2
1138,1975,5,1,1,1,Yes,1,1,4,4,4,4,middle class,0.386559397,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age2544,4,BachPlus,1
1139,1991,5,1,0,0,No,1,3,1,2,4,4,middle class,0.386559397,North Rhine-Westphalia,Catholic,Germans,NA,Eth,Student,Age2544,5,BachPlus,0
1140,1985,4,1,1,0,No,NA,3,2,2,2,2,middle class,0.386559397,North Rhine-Westphalia,Non-religious,Germans,2,Eth,Working full time,Age2544,3,BachPlus,2
1141,1988,6,1,1,1,Yes,1,3,3,3,4,2,affluent people,0.386559397,North Rhine-Westphalia,Catholic,Germans,4,Reg,Working full time,Age2544,6,BachPlus,4
1142,1984,5,0,0,1,Not Employed,1,1,2,1,2,2,middle class,1.130892292,North Rhine-Westphalia,Catholic,Germans,NA,Ctl,Student,Age2544,5,LessBach,0
1143,1982,5,0,1,1,No,1,2,1,3,4,3,middle class,1.130892292,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working full time,Age2544,3,LessBach,2
1144,1989,6,0,0,1,No,1,1,1,1,1,1,affluent people,1.130892292,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age2544,2,LessBach,1
1145,1990,2,0,1,0,Not Employed,1,3,1,4,4,4,working class,1.130892292,North Rhine-Westphalia,Protestant,Germans,NA,Reg,"Unemployed, looking for work",Age2544,7,LessBach,0
1146,1990,3,0,1,0,No,NA,1,1,2,3,2,middle class,1.130892292,North Rhine-Westphalia,Non-religious,Germans,1,Eth,Working full time,Age2544,4,LessBach,1
1147,1975,5,0,1,1,No,1,3,3,3,3,3,middle class,1.130892292,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age2544,3,LessBach,1
1148,1980,2,0,1,1,No,NA,4,1,2,1,2,working class,1.130892292,North Rhine-Westphalia,Non-religious,Germans,NA,Eth,Retired,Age2544,7,LessBach,0
1149,1973,4,0,0,1,Yes,1,1,1,3,3,4,middle class,1.130892292,North Rhine-Westphalia,Catholic,Germans,NA,Eth,Other,Age2544,5,LessBach,0
1150,1984,6,0,1,1,Not Employed,1,2,4,4,4,4,affluent people,1.130892292,North Rhine-Westphalia,Protestant,Germans,5,Ctl,Working full time,Age2544,5,LessBach,5
1151,1991,1,0,0,0,No,1,3,1,3,4,2,working class,1.130892292,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age2544,2,LessBach,1
1152,1982,6,0,1,0,No,4,1,2,1,1,3,affluent people,1.130892292,North Rhine-Westphalia,Other,Germans,1,Ctl,Working full time,Age2544,3,LessBach,1
