X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2,province
1158,1976,4,0,1,0,Yes,1,2,2,2,2,2,middle class,0.303086294,Manitoba,Other Christian,White,2,Eth,Working full time,Age2544,4,PostSec,2,Manitoba
1159,1978,6,0,0,1,No,2,3,3,3,2,2,middle class,0.303086294,Manitoba,Jewish,White,1,Reg,Working part-time,Age2544,5,PostSec,1,Manitoba
1160,1965,2,1,1,1,No,3,3,3,3,3,3,working class,0.280601585,Manitoba,Muslim,Other,2,Eth,Working part-time,Age4564,4,BachPlus,2,Manitoba
1161,1972,7,0,0,1,Yes,3,1,2,3,2,2,affluent people,0.317551071,Manitoba,Buddhist,Other,4,Ctl,Working full time,Age4564,5,PostSec,4,Manitoba
1162,1968,4,0,0,0,Yes,1,1,3,3,1,3,middle class,0.90873952,Saskatchewan,Buddhist,Other,2,Reg,Working part-time,Age4564,5,HS,2,Saskatchewan
1163,1966,1,0,1,0,No,3,3,1,2,1,3,working class,0.90873952,Manitoba,Catholic,"Aboriginal (First Nations, M??tis or Inuit)",2,Eth,Working part-time,Age4564,4,HS,2,Manitoba
1164,1962,3,0,0,0,Not Employed,NA,3,4,4,4,4,working class,0.90873952,Manitoba,Non-religious,"Aboriginal (First Nations, M??tis or Inuit)",5,Eth,On a long-term leave,Age4564,4,HS,5,Manitoba
1165,1961,1,0,1,0,No,2,3,4,4,2,4,working class,0.412730886,Manitoba,Other,"Aboriginal (First Nations, M??tis or Inuit)",2,Eth,Working part-time,Age4564,4,PostSec,2,Manitoba
1166,1966,7,0,1,1,Yes,NA,1,2,4,2,4,affluent people,0.412730886,Manitoba,Non-religious,"Aboriginal (First Nations, M??tis or Inuit)",2,Ctl,Working full time,Age4564,1,PostSec,2,Manitoba
1167,1958,4,0,0,1,Not Employed,NA,3,2,3,3,2,middle class,0.412730886,Manitoba,Non-religious,Other,NA,Reg,Retired,Age4564,3,PostSec,0,Manitoba
1168,1969,2,1,0,0,Yes,4,NA,4,4,4,4,working class,0.169510276,Manitoba,Other Christian,South Asian,1,Reg,Working full time,Age4564,1,BachPlus,1,Manitoba
1169,1968,7,1,1,1,No,4,3,3,4,1,3,affluent people,0.165538031,Saskatchewan,Catholic,South Asian,3,Eth,Working full time,Age4564,2,BachPlus,3,Saskatchewan
1170,1971,5,1,0,1,No,4,4,4,3,3,4,middle class,0.208554956,Manitoba,Other Christian,White,NA,Reg,Other,Age4564,2,BachPlus,0,Manitoba
1171,1970,1,0,0,1,No,2,NA,2,2,2,2,working class,0.505717087,Saskatchewan,Anglican,White,NA,Ctl,Other,Age4564,5,HS,0,Saskatchewan
1172,1959,7,0,0,1,No,NA,NA,2,2,2,3,affluent people,0.235201304,Northwest Territories,Non-religious,White,1,Reg,Working full time,Age4564,2,PostSec,1,Northwest Territories
1173,1972,5,0,1,1,No,2,3,2,2,2,2,middle class,0.235201304,Saskatchewan,Jewish,White,3,Eth,Working full time,Age4564,5,PostSec,3,Saskatchewan
1174,1967,6,1,1,1,Yes,3,3,3,3,3,3,middle class,0.268606674,Saskatchewan,Catholic,White,1,Reg,Working full time,Age4564,5,BachPlus,1,Saskatchewan
1175,1959,5,1,1,0,No,NA,2,1,3,4,4,middle class,0.268606674,Manitoba,Non-religious,White,NA,Ctl,Retired,Age4564,2,BachPlus,0,Manitoba
1176,1959,6,1,1,1,No,NA,2,3,3,3,3,middle class,0.268606674,Manitoba,Non-religious,White,NA,Ctl,Retired,Age4564,6,BachPlus,0,Manitoba
1177,1970,3,1,0,0,Not Employed,NA,3,2,4,4,4,working class,0.268606674,Saskatchewan,Non-religious,White,NA,Ctl,"Unemployed, looking for work",Age4564,5,BachPlus,0,Saskatchewan
1178,1962,3,1,1,0,No,2,2,2,3,4,4,working class,0.268606674,Manitoba,Anglican,White,NA,Eth,"Unemployed, looking for work",Age4564,6,BachPlus,0,Manitoba
1179,1954,7,1,1,1,Yes,NA,3,4,3,2,3,affluent people,0.268606674,Manitoba,Non-religious,White,1,Reg,Working full time,Age4564,1,BachPlus,1,Manitoba
1180,1958,7,1,0,1,Not Employed,1,1,1,4,3,2,affluent people,0.268606674,Saskatchewan,Catholic,White,NA,Reg,Retired,Age4564,2,BachPlus,0,Saskatchewan
1181,1970,3,1,0,0,Not Employed,NA,3,2,4,3,4,working class,0.268606674,Saskatchewan,Non-religious,White,NA,Reg,Other,Age4564,3,BachPlus,0,Saskatchewan
1182,1955,5,1,0,1,No,4,5,4,4,4,3,middle class,0.268606674,Saskatchewan,Other Christian,White,1,Eth,Working part-time,Age4564,3,BachPlus,1,Saskatchewan
1183,1972,2,1,0,0,No,4,5,3,3,3,3,working class,0.268606674,Manitoba,Other Christian,White,3,Ctl,Working full time,Age4564,4,BachPlus,3,Manitoba
1184,1955,2,1,1,0,No,NA,2,2,4,3,4,working class,0.268606674,Manitoba,Non-religious,White,2,Reg,Working part-time,Age4564,5,BachPlus,2,Manitoba
1185,1961,6,1,0,1,No,3,3,3,3,3,3,middle class,0.268606674,Manitoba,Other,White,1,Reg,Working full time,Age4564,5,BachPlus,1,Manitoba
1186,1967,7,1,0,1,Not Employed,NA,2,2,3,1,2,affluent people,0.268606674,Manitoba,Non-religious,White,NA,Eth,Other,Age4564,4,BachPlus,0,Manitoba
1187,1957,6,1,0,0,Yes,2,2,2,3,4,3,middle class,0.268606674,Manitoba,United Church,White,1,Ctl,Working full time,Age4564,5,BachPlus,1,Manitoba
1188,1954,2,0,1,0,No,4,1,4,3,3,3,working class,0.661540474,Manitoba,Other Christian,White,NA,Eth,Retired,Age4564,3,HS,0,Manitoba
1189,1957,4,0,1,0,No,1,3,1,2,2,2,middle class,0.661540474,Saskatchewan,United Church,White,2,Ctl,Working full time,Age4564,3,HS,2,Saskatchewan
1190,1965,4,0,0,1,No,2,3,3,3,3,3,middle class,0.661540474,Manitoba,Other Christian,White,1,Ctl,Working full time,Age4564,1,HS,1,Manitoba
1191,1972,3,0,1,0,No,NA,3,2,3,2,1,working class,0.661540474,Manitoba,Non-religious,White,3,Ctl,Working full time,Age4564,5,HS,3,Manitoba
1192,1961,7,0,1,1,No,1,3,2,4,2,4,affluent people,0.661540474,Manitoba,United Church,White,1,Reg,Working full time,Age4564,4,HS,1,Manitoba
1193,1955,4,0,0,1,Not Employed,NA,3,2,3,3,3,middle class,0.661540474,Manitoba,Non-religious,White,NA,Eth,Retired,Age4564,5,HS,0,Manitoba
1194,1961,1,0,1,0,No,4,3,3,3,3,3,working class,0.661540474,Manitoba,Other Christian,White,NA,Reg,Other,Age4564,4,HS,0,Manitoba
1195,1953,3,0,0,1,No,2,3,3,3,4,4,working class,0.661540474,Manitoba,United Church,White,NA,Reg,Retired,Age4564,6,HS,0,Manitoba
1196,1971,3,0,0,0,No,1,1,1,2,3,2,working class,0.661540474,Saskatchewan,Other Christian,White,2,Reg,Working part-time,Age4564,5,HS,2,Saskatchewan
1197,1959,7,0,1,1,No,2,2,4,3,3,4,affluent people,0.661540474,Saskatchewan,Catholic,White,1,Eth,Working full time,Age4564,2,HS,1,Saskatchewan
1198,1965,5,0,0,1,No,NA,3,1,3,3,3,middle class,0.661540474,Manitoba,Non-religious,White,NA,Ctl,Other,Age4564,1,HS,0,Manitoba
1199,1959,5,0,1,0,No,1,3,2,2,3,2,middle class,0.661540474,Manitoba,Other Christian,White,NA,Eth,Retired,Age4564,4,HS,0,Manitoba
1200,1971,2,0,0,1,No,1,3,2,4,4,4,working class,0.661540474,Saskatchewan,United Church,White,NA,Ctl,Other,Age4564,1,HS,0,Saskatchewan
1201,1964,5,0,0,1,Not Employed,1,3,4,4,3,4,middle class,0.661540474,Saskatchewan,Other Christian,White,NA,Reg,Other,Age4564,3,HS,0,Saskatchewan
1202,1966,5,0,0,1,No,2,4,4,4,4,4,middle class,0.661540474,Manitoba,Catholic,White,NA,Reg,Other,Age4564,3,HS,0,Manitoba
1203,1957,1,0,1,0,No,1,3,4,3,2,2,working class,0.661540474,Manitoba,Jewish,White,NA,Ctl,Retired,Age4564,4,HS,0,Manitoba
1204,1962,5,0,0,1,No,2,3,2,2,3,2,middle class,0.661540474,Saskatchewan,Catholic,White,NA,Reg,Retired,Age4564,4,HS,0,Saskatchewan
1205,1969,7,0,1,1,Yes,2,3,3,4,3,2,affluent people,0.661540474,Manitoba,United Church,White,1,Eth,Working full time,Age4564,3,HS,1,Manitoba
1206,1959,5,0,0,1,No,2,3,2,4,4,4,middle class,0.661540474,Manitoba,Anglican,White,NA,Eth,Other,Age4564,4,HS,0,Manitoba
1207,1962,6,0,0,1,No,1,3,1,1,1,1,middle class,0.661540474,Saskatchewan,Anglican,White,NA,Eth,Retired,Age4564,2,HS,0,Saskatchewan
1208,1956,6,0,0,1,No,1,2,3,3,3,2,middle class,0.661540474,Manitoba,Catholic,White,1,Eth,Working full time,Age4564,5,HS,1,Manitoba
1209,1959,4,0,1,1,No,NA,3,3,3,2,1,middle class,0.661540474,Manitoba,Non-religious,White,2,Reg,Working part-time,Age4564,5,HS,2,Manitoba
1210,1963,7,0,1,1,Yes,NA,2,2,2,2,2,affluent people,0.661540474,Saskatchewan,Non-religious,White,1,Ctl,Working full time,Age4564,3,HS,1,Saskatchewan
1211,1960,4,0,1,1,No,NA,3,2,1,4,1,middle class,0.661540474,Saskatchewan,Non-religious,White,1,Eth,Working full time,Age4564,3,HS,1,Saskatchewan
1212,1958,4,0,0,0,No,2,2,4,4,4,4,middle class,0.661540474,Manitoba,Catholic,White,3,Ctl,Working full time,Age4564,1,HS,3,Manitoba
1213,1970,7,0,0,1,No,3,3,2,3,4,3,affluent people,0.661540474,Saskatchewan,Other Christian,White,1,Eth,Working full time,Age4564,1,HS,1,Saskatchewan
1214,1973,3,0,1,1,No,1,3,3,3,3,3,working class,0.661540474,Manitoba,Other Christian,White,1,Eth,Working full time,Age4564,3,HS,1,Manitoba
1215,1967,7,0,0,1,Not Employed,1,3,2,4,3,4,affluent people,0.30384081,Manitoba,Other,White,NA,Reg,"Unemployed, looking for work",Age4564,3,PostSec,0,Manitoba
1216,1961,7,0,1,1,Not Employed,1,2,3,3,3,3,affluent people,0.30384081,Saskatchewan,Other Christian,White,NA,Reg,Retired,Age4564,1,PostSec,0,Saskatchewan
1217,1969,4,0,1,1,No,2,3,2,3,3,3,middle class,0.30384081,Manitoba,Catholic,White,1,Ctl,Working full time,Age4564,7,PostSec,1,Manitoba
1218,1959,5,0,0,0,No,NA,2,2,2,2,4,middle class,0.30384081,Manitoba,Non-religious,White,4,Ctl,Working full time,Age4564,4,PostSec,4,Manitoba
1219,1956,6,0,0,1,No,1,3,1,3,1,1,middle class,0.30384081,Saskatchewan,Catholic,White,1,Ctl,Working full time,Age4564,3,PostSec,1,Saskatchewan
1220,1959,6,0,1,1,No,2,3,2,3,4,3,middle class,0.30384081,Saskatchewan,Catholic,White,1,Ctl,Working full time,Age4564,1,PostSec,1,Saskatchewan
1221,1960,6,0,0,0,Not Employed,NA,3,2,2,3,2,middle class,0.30384081,Manitoba,Non-religious,White,NA,Reg,"Unemployed, looking for work",Age4564,6,PostSec,0,Manitoba
1222,1967,3,0,0,0,Not Employed,1,2,4,4,4,4,working class,0.30384081,Saskatchewan,Other,White,NA,Ctl,Other,Age4564,6,PostSec,0,Saskatchewan
1223,1964,6,0,0,1,No,1,2,3,3,3,3,middle class,0.30384081,Manitoba,Catholic,White,NA,Reg,Retired,Age4564,5,PostSec,0,Manitoba
1224,1973,5,0,1,0,No,NA,NA,4,2,2,3,middle class,0.30384081,Manitoba,Non-religious,White,2,Eth,Working part-time,Age4564,4,PostSec,2,Manitoba
1225,1966,2,0,0,0,No,NA,3,2,3,3,3,working class,0.30384081,Manitoba,Non-religious,White,1,Eth,Working full time,Age4564,2,PostSec,1,Manitoba
1226,1953,3,0,0,0,No,1,2,1,3,4,3,working class,0.30384081,Saskatchewan,Catholic,White,NA,Reg,Retired,Age4564,2,PostSec,0,Saskatchewan
1227,1970,4,0,0,1,Not Employed,2,2,4,4,3,4,middle class,0.30384081,Saskatchewan,Other Christian,White,NA,Ctl,"Unemployed, looking for work",Age4564,2,PostSec,0,Saskatchewan
1228,1955,2,0,0,0,No,NA,3,1,4,2,3,working class,0.30384081,Saskatchewan,Non-religious,White,NA,Eth,Retired,Age4564,2,PostSec,0,Saskatchewan
1229,1960,4,0,1,1,Not Employed,1,2,2,3,3,4,middle class,0.30384081,Manitoba,United Church,White,NA,Eth,Retired,Age4564,3,PostSec,0,Manitoba
1230,1953,2,0,0,0,Not Employed,4,1,3,3,3,3,working class,0.30384081,Manitoba,Other Christian,White,NA,Eth,Retired,Age4564,1,PostSec,0,Manitoba
1231,1958,5,0,1,0,Yes,NA,3,1,2,2,3,middle class,0.30384081,Manitoba,Non-religious,White,1,Ctl,Working full time,Age4564,4,PostSec,1,Manitoba
1232,1965,4,0,0,0,Yes,2,3,2,2,2,2,middle class,0.30384081,Manitoba,Other,White,1,Reg,Working part-time,Age4564,3,PostSec,1,Manitoba
1233,1967,7,0,0,1,Yes,3,3,3,3,3,3,affluent people,0.30384081,Saskatchewan,Other Christian,White,1,Ctl,Working full time,Age4564,2,PostSec,1,Saskatchewan
1234,1967,7,0,0,1,No,2,NA,1,1,1,1,affluent people,0.30384081,Manitoba,Catholic,White,NA,Eth,Other,Age4564,4,PostSec,0,Manitoba
1235,1969,4,0,0,0,No,2,2,2,3,3,4,middle class,0.30384081,Saskatchewan,Catholic,White,2,Ctl,Working full time,Age4564,5,PostSec,2,Saskatchewan
1236,1968,5,0,0,1,Yes,4,NA,4,3,3,3,middle class,0.30384081,Saskatchewan,Catholic,White,1,Reg,Working part-time,Age4564,1,PostSec,1,Saskatchewan
1237,1955,5,0,1,0,Yes,2,3,3,3,2,2,middle class,0.30384081,Saskatchewan,Catholic,White,NA,Ctl,"Unemployed, looking for work",Age4564,6,PostSec,0,Saskatchewan
1238,1960,3,0,1,0,Yes,1,1,3,2,3,4,working class,0.30384081,Saskatchewan,Other Christian,White,2,Eth,Working part-time,Age4564,1,PostSec,2,Saskatchewan
1239,1960,3,0,1,0,Yes,1,1,4,4,3,4,working class,0.30384081,Saskatchewan,Other Christian,White,2,Eth,Working part-time,Age4564,1,PostSec,2,Saskatchewan
1240,1954,3,0,0,1,No,2,1,4,4,4,4,working class,0.30384081,Saskatchewan,Other Christian,White,2,Ctl,Working part-time,Age4564,6,PostSec,2,Saskatchewan
1241,1960,6,0,1,1,Yes,NA,4,3,4,4,4,middle class,0.30384081,Saskatchewan,Non-religious,White,1,Reg,Working part-time,Age4564,7,PostSec,1,Saskatchewan
1242,1960,6,0,1,1,Yes,NA,2,2,4,3,2,middle class,0.30384081,Saskatchewan,Non-religious,White,1,Eth,Working part-time,Age4564,7,PostSec,1,Saskatchewan
1243,1957,4,1,0,1,No,1,3,4,4,4,4,middle class,0.203529683,Saskatchewan,Catholic,White,NA,Ctl,Retired,Age4564,2,BachPlus,0,Saskatchewan
1244,1957,7,1,1,1,No,2,3,2,3,2,3,affluent people,0.203529683,Manitoba,Catholic,White,2,Ctl,Working full time,Age4564,1,BachPlus,2,Manitoba
1245,1972,6,0,0,0,No,1,3,2,2,2,3,middle class,0.492677411,Saskatchewan,Anglican,White,2,Ctl,Working full time,Age4564,2,HS,2,Saskatchewan
1246,1962,4,0,0,1,No,4,3,4,4,4,3,middle class,0.492677411,Manitoba,Other Christian,White,NA,Eth,Other,Age4564,5,HS,0,Manitoba
1247,1963,5,0,0,1,Not Employed,2,3,3,3,3,3,middle class,0.492677411,Manitoba,Other Christian,White,NA,Eth,Retired,Age4564,4,HS,0,Manitoba
1248,1964,1,0,0,0,Not Employed,2,3,3,2,3,2,working class,0.492677411,Manitoba,Catholic,White,NA,Ctl,Other,Age4564,4,HS,0,Manitoba
1249,1969,4,0,1,0,No,1,2,3,3,4,3,middle class,0.229457385,Saskatchewan,Other,White,3,Eth,Working full time,Age4564,2,PostSec,3,Saskatchewan
1250,1973,1,0,1,0,No,NA,2,2,3,3,3,working class,0.229457385,Manitoba,Non-religious,White,NA,Ctl,Student,Age4564,1,PostSec,0,Manitoba
1251,1973,1,0,1,0,No,NA,2,2,3,3,3,working class,0.229457385,Manitoba,Non-religious,White,NA,Reg,Student,Age4564,1,PostSec,0,Manitoba
1252,1953,4,0,0,0,No,4,2,3,3,3,2,middle class,0.229457385,Saskatchewan,United Church,White,1,Reg,Working full time,Age4564,1,PostSec,1,Saskatchewan
1253,1968,4,0,1,0,No,1,3,3,3,2,3,middle class,0.229457385,Manitoba,Jewish,White,2,Eth,Working full time,Age4564,5,PostSec,2,Manitoba
1254,1964,2,0,1,0,Not Employed,1,3,3,4,3,4,working class,0.229457385,Manitoba,Catholic,White,NA,Eth,"Unemployed, looking for work",Age4564,5,PostSec,0,Manitoba
1255,1947,5,0,1,1,No,4,2,4,4,3,4,middle class,0.650862773,Saskatchewan,Other Christian,"Aboriginal (First Nations, M??tis or Inuit)",1,Eth,Working part-time,Age65p,4,PostSec,1,Saskatchewan
1256,1935,3,0,0,0,No,4,3,4,3,3,2,working class,0.365074919,Manitoba,Other Christian,White,NA,Reg,Retired,Age65p,3,PostSec,0,Manitoba
1257,1942,5,1,1,1,Not Employed,1,3,2,3,2,1,middle class,0.418851021,Manitoba,United Church,White,NA,Reg,Retired,Age65p,5,BachPlus,0,Manitoba
1258,1944,5,1,1,1,Not Employed,1,3,1,3,4,1,middle class,0.418851021,Manitoba,United Church,White,NA,Ctl,Retired,Age65p,2,BachPlus,0,Manitoba
1259,1952,5,1,1,1,No,1,2,3,3,3,3,middle class,0.418851021,Manitoba,United Church,White,NA,Ctl,Retired,Age65p,5,BachPlus,0,Manitoba
1260,1950,4,1,0,1,No,4,3,3,4,4,4,middle class,0.418851021,Saskatchewan,Catholic,White,NA,Eth,Retired,Age65p,5,BachPlus,0,Saskatchewan
1261,1945,4,1,1,0,No,4,2,3,3,4,3,middle class,0.418851021,Manitoba,United Church,White,NA,Ctl,Retired,Age65p,1,BachPlus,0,Manitoba
1262,1952,4,0,0,1,Not Employed,NA,3,2,3,2,3,middle class,1.051397478,Manitoba,Non-religious,White,NA,Ctl,Retired,Age65p,4,HS,0,Manitoba
1263,1951,3,0,1,1,No,1,1,3,3,3,3,working class,1.051397478,Manitoba,Catholic,White,1,Reg,Working part-time,Age65p,2,HS,1,Manitoba
1264,1951,6,0,0,0,No,NA,3,2,2,2,2,middle class,1.051397478,Manitoba,Non-religious,White,1,Ctl,Working full time,Age65p,5,HS,1,Manitoba
1265,1950,5,0,1,1,No,1,3,1,3,3,4,middle class,1.051397478,Saskatchewan,United Church,White,NA,Eth,Retired,Age65p,3,HS,0,Saskatchewan
1266,1941,4,0,0,1,No,2,3,3,3,3,2,middle class,1.051397478,Saskatchewan,Anglican,White,NA,Ctl,Retired,Age65p,3,HS,0,Saskatchewan
1267,1938,3,0,1,0,No,2,3,1,1,2,1,working class,1.051397478,Saskatchewan,United Church,White,NA,Reg,Retired,Age65p,5,HS,0,Saskatchewan
1268,1952,4,0,0,1,Not Employed,NA,3,2,4,4,3,middle class,1.051397478,Manitoba,Non-religious,White,NA,Ctl,Retired,Age65p,4,HS,0,Manitoba
1269,1950,6,0,1,1,No,1,3,1,2,2,3,middle class,1.051397478,Saskatchewan,United Church,White,NA,Ctl,Retired,Age65p,5,HS,0,Saskatchewan
1270,1948,5,0,1,1,No,NA,3,2,3,2,2,middle class,1.051397478,Saskatchewan,Non-religious,White,NA,Reg,Retired,Age65p,3,HS,0,Saskatchewan
1271,1942,2,0,0,0,No,2,1,3,3,3,3,working class,0.475571079,Manitoba,Anglican,White,NA,Reg,Retired,Age65p,6,PostSec,0,Manitoba
1272,1951,7,0,0,0,Not Employed,1,3,2,4,4,4,affluent people,0.475571079,Saskatchewan,United Church,White,NA,Reg,Retired,Age65p,1,PostSec,0,Saskatchewan
1273,1948,2,0,1,0,No,1,3,1,3,4,3,working class,0.475571079,Saskatchewan,Catholic,White,NA,Ctl,Retired,Age65p,6,PostSec,0,Saskatchewan
1274,1949,2,0,0,0,Not Employed,2,3,3,4,3,3,working class,0.475571079,Manitoba,Other Christian,White,NA,Ctl,Retired,Age65p,2,PostSec,0,Manitoba
1275,1952,2,0,0,0,Not Employed,NA,1,2,3,2,3,working class,0.475571079,Manitoba,Non-religious,White,NA,Eth,Retired,Age65p,2,PostSec,0,Manitoba
1276,1949,7,1,1,1,Not Employed,1,2,2,2,2,2,affluent people,0.314089812,Manitoba,Other Christian,White,NA,Ctl,Retired,Age65p,3,BachPlus,0,Manitoba
1277,1946,4,0,1,0,No,1,2,3,3,3,3,middle class,0.779561021,Manitoba,United Church,White,NA,Eth,Retired,Age65p,5,HS,0,Manitoba
1278,1939,4,0,0,1,No,1,1,1,1,2,1,middle class,0.779561021,Manitoba,Anglican,White,NA,Eth,Retired,Age65p,7,HS,0,Manitoba
1279,1951,4,0,1,1,No,NA,2,1,3,3,3,middle class,0.355828334,Manitoba,Non-religious,White,NA,Ctl,Retired,Age65p,6,PostSec,0,Manitoba
1280,1951,4,0,1,1,Not Employed,NA,2,1,3,3,2,middle class,0.355828334,Manitoba,Non-religious,White,NA,Ctl,Retired,Age65p,6,PostSec,0,Manitoba
1281,1952,4,0,1,1,No,4,1,2,2,2,2,middle class,0.355828334,Saskatchewan,Other Christian,White,1,Reg,Working full time,Age65p,2,PostSec,1,Saskatchewan
1282,1945,2,0,0,0,No,2,2,3,4,4,4,working class,0.355828334,Manitoba,Catholic,White,NA,Eth,Retired,Age65p,1,PostSec,0,Manitoba
1283,1999,5,0,0,0,Not Employed,1,2,2,4,4,4,middle class,2.380322532,Quebec,Catholic,White,NA,Reg,Student,Age1524,2,HS,0,Quebec
1284,2000,3,0,0,0,No,4,2,3,4,4,3,working class,2.380322532,Quebec,Catholic,White,NA,Eth,"Unemployed, looking for work",Age1524,5,HS,0,Quebec
1285,1999,3,0,1,0,No,3,2,2,4,3,4,working class,2.380322532,Quebec,Other Christian,White,1,Eth,Working full time,Age1524,5,HS,1,Quebec
1286,1982,7,0,0,1,No,NA,1,2,1,2,2,affluent people,1.507052458,Quebec,Non-religious,White,2,Eth,Working full time,Age2544,1,PostSec,2,Quebec
1287,1979,5,0,0,1,Yes,NA,NA,NA,NA,NA,NA,,2.502699888,Quebec,,White,1,Eth,Working full time,Age2544,1,HS,1,Quebec
1288,1957,4,0,0,1,Yes,1,NA,4,1,4,3,middle class,2.509363536,Quebec,Catholic,White,NA,Reg,Retired,Age4564,4,HS,0,Quebec
1289,1967,1,0,0,1,Not Employed,NA,1,2,3,3,3,working class,2.509363536,Quebec,Non-religious,White,NA,Reg,"Unemployed, looking for work",Age4564,5,HS,0,Quebec
1290,1953,1,0,0,1,No,2,2,3,3,3,3,working class,2.509363536,Quebec,Catholic,White,NA,Ctl,Retired,Age4564,4,HS,0,Quebec
1291,1969,4,0,1,0,No,2,5,4,4,1,4,middle class,0.828423546,Quebec,Catholic,White,1,Reg,Working full time,Age4564,6,PostSec,1,Quebec
1292,1947,4,1,1,1,No,1,2,3,3,4,3,middle class,1.56522474,Quebec,Catholic,White,NA,Ctl,Retired,Age65p,7,BachPlus,0,Quebec
1293,1999,6,0,1,0,No,NA,3,2,2,2,2,middle class,0.663505814,Ontario,Non-religious, Chinese,NA,Reg,Student,Age1524,3,HS,0,Ontario
1294,2000,5,0,0,0,No,2,1,1,1,2,1,middle class,0.304706534,Ontario,Catholic, Chinese,3,Ctl,Working full time,Age1524,5,PostSec,3,Ontario
1295,1997,2,1,0,0,No,4,3,4,4,4,4,working class,0.262698801,Ontario,Other Christian, Chinese,NA,Eth,Student,Age1524,5,BachPlus,0,Ontario
1296,1998,7,0,0,0,No,3,3,2,3,2,3,affluent people,0.646210607,Ontario,Other Christian, Chinese,NA,Reg,Student,Age1524,2,HS,0,Ontario
1297,1997,4,0,0,0,No,1,1,2,3,3,2,middle class,0.727735621,Ontario,Catholic,Other,NA,Ctl,Student,Age1524,7,PostSec,0,Ontario
1298,2000,6,0,0,0,Not Employed,1,2,4,4,4,3,middle class,1.580658394,Ontario,Other,Other,NA,Ctl,Student,Age1524,6,HS,0,Ontario
1299,1995,2,0,0,0,No,3,2,2,4,3,4,working class,0.708708149,Ontario,Catholic,Other,2,Reg,Working part-time,Age1524,5,PostSec,2,Ontario
1300,1998,3,0,0,0,Not Employed,NA,3,4,4,3,3,working class,0.708708149,Ontario,Non-religious,Other,NA,Eth,Student,Age1524,7,PostSec,0,Ontario
1301,1999,6,0,0,0,No,2,4,3,3,3,4,middle class,0.424394795,Ontario,Muslim,South Asian,NA,Eth,Student,Age1524,4,PostSec,0,Ontario
1302,1995,1,1,0,0,No,NA,3,1,1,4,1,working class,0.364588239,Ontario,Non-religious,South Asian,NA,Reg,Student,Age1524,1,BachPlus,0,Ontario
1303,1999,6,0,1,0,No,3,2,3,4,3,3,middle class,0.910595338,Ontario,Muslim,South Asian,NA,Eth,Student,Age1524,6,HS,0,Ontario
1304,1997,6,0,0,1,Yes,4,5,4,3,4,4,middle class,0.413548365,Ontario,Catholic,South Asian,1,Ctl,Working full time,Age1524,2,PostSec,1,Ontario
1305,1997,4,0,1,1,No,NA,1,1,2,3,4,middle class,0.531008404,Ontario,Non-religious,White,2,Ctl,Working full time,Age1524,6,PostSec,2,Ontario
1306,1993,7,1,1,0,No,NA,3,2,2,3,3,affluent people,0.610811246,Ontario,Non-religious,White,2,Eth,Working full time,Age1524,4,BachPlus,2,Ontario
1307,1996,6,1,0,0,No,4,2,4,4,4,1,middle class,0.610811246,Ontario,Other Christian,White,1,Ctl,Working full time,Age1524,5,BachPlus,1,Ontario
1308,1993,7,1,1,0,Yes,NA,3,3,3,3,3,affluent people,0.610811246,Ontario,Non-religious,White,2,Reg,Working full time,Age1524,5,BachPlus,2,Ontario
1309,1994,3,0,1,0,Yes,NA,1,3,3,3,3,working class,1.549499668,Ontario,Non-religious,White,2,Eth,Working part-time,Age1524,3,HS,2,Ontario
1310,1998,2,0,0,0,Not Employed,NA,3,2,3,3,3,working class,1.549499668,Ontario,Non-religious,White,NA,Eth,"Unemployed, looking for work",Age1524,7,HS,0,Ontario
1311,1995,1,0,0,0,No,NA,2,1,2,3,1,working class,0.694982869,Ontario,Non-religious,White,NA,Eth,"Unemployed, looking for work",Age1524,6,PostSec,0,Ontario
1312,1998,2,0,1,0,No,NA,1,2,2,2,2,working class,0.694982869,Ontario,Non-religious,White,2,Reg,Working part-time,Age1524,4,PostSec,2,Ontario
1313,1994,3,0,1,0,No,3,4,3,3,4,4,working class,0.694982869,Ontario,United Church,White,1,Eth,Working full time,Age1524,7,PostSec,1,Ontario
1314,1995,4,0,0,0,No,1,1,3,1,3,1,middle class,0.694982869,Ontario,Other Christian,White,1,Ctl,Working full time,Age1524,4,PostSec,1,Ontario
1315,1998,2,0,0,0,No,2,3,3,3,2,4,working class,0.694982869,Ontario,Catholic,White,NA,Reg,Student,Age1524,3,PostSec,0,Ontario
1316,1996,3,0,0,0,Yes,2,5,2,3,3,2,working class,0.694982869,Ontario,Catholic,White,1,Reg,Working full time,Age1524,4,PostSec,1,Ontario
1317,1993,5,0,1,0,No,2,5,1,1,1,1,middle class,0.694982869,Ontario,Catholic,White,NA,Reg,Student,Age1524,4,PostSec,0,Ontario
1318,1995,5,0,1,0,Not Employed,2,3,1,1,1,1,middle class,1.146098886,Ontario,Catholic,White,NA,Reg,Student,Age1524,4,HS,0,Ontario
1319,1993,4,0,0,0,No,NA,3,4,4,4,4,middle class,1.146098886,Ontario,Non-religious,White,NA,Eth,"Unemployed, looking for work",Age1524,6,HS,0,Ontario
